id;categoryName;mainLocale;classifications-it;classifications-de;classifications-en;name;address-it;address-de;address-en;phone;urlPage;email;timetable-it;timetable-de;timetable-en;closingDays-it;closingDays-de;closingDays-en;prices-it;prices-de;prices-en;Equipment-it;Equipment-de;Equipment-en;pictureUrl;ShortDescription-it;ShortDescription-de;ShortDescription-en;pictureWidth;pictureHeight;latitude;longitude;lastModificationDate;status
ristorazione.1095;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";ROSALPINA;Via Pianizza 23 – Villazzano, Trento;Via Pianizza, 25, Trient, Italien;Via Pianizza, 25, Trento, Italy;0461/920131;http://www.pizzeriarosalpina.it;mauro.piccoli@tin.it;18,00-24,00 (a pranzo solo su ordinazione);18.00-24.00 Uhr (Mittagstisch auf Bestellung);6pm to 12 midnight (at lunchtime open only on booking);;;;;;;"Parcheggio; Ascensore; Ingresso con gradini; Servizi igienici dedicati;";"Parkplatz; Aufzug; Eingang mit Stufen; behindertengerechte Toiletten;";"Car-park; lift; entrance with steps; disabled toilets;";rosalpina.jpg;;;;0;240;46.021582;11.149994;27/05/2014 12:00 AM +0100;1
ristorazione.1096;ristorazione;it;Agritur;Agritourismusbetrieb;Agritur (Farmhouse Inn);MASO SAN ROCCO;Loc. San Rocco 4, Trento;Loc. San Rocco, 4, Trient, Italien;Loc. San Rocco, 4, Trento, Italy;0461/922785;;masosanrocco@virgilio.it;11,00-15,00/18,00-23,00;11,00-15,00/18,00-23,00 Uhr;11am - 3pm/6pm - 11pm;lunedì;Montag;Monday;20 - 40;20 - 40;20 - 40;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";rocco.jpg;;;;0;213;46.035943;11.145562;27/05/2014 12:00 AM +0100;1
ristorazione.1097;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";1923...IL DOPOLAVORO;Via delle Scuole 1 – Gardolo, Trento;Via delle Scuole, 1, Trient, Italien;Via delle Scuole, 1 – Gardolo, Trento, Italy;0461/990065;;ildopolavoro@yahoo.it;12,00-14,30/18,30-23,30;12,00-14,30/18,30-23,30 Uhr;12noon-2.30pm/6.30pm-11.30pm;lunedì;Montag;Monday;15 - 50;15 - 50;15 - 50;"Parcheggio;";"Parkplatz;";"Car park;";1923.jpg;;;;0;0;46.108291;11.110436;27/05/2014 12:00 AM +0100;1
ristorazione.1098;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";CAPITOL 2;Via Soprasasso 32/2, Trento;Via Soprasasso, 32/2, Trient, Italien;Via Soprasasso, 32/2, Trento, Italy;0461/991593;;pmatted@tin.it;11,30-14,30/19,00-22,30;11,30-14,30/19,00-22,30 Uhr;11.30am - 2.30pm/7pm - 10.30pm;domenica;Sonntag;Sunday;15;15;15;"Parcheggio; Rampa di accesso; Piattaforma elevatrice; Servizi igienici dedicati;";"Parkplatz; Zufahrtsrampe; Hebefläche; behindertengerechte Toiletten;";"Car-park; access ramp; platform lift; disabled toilets;";CAPITOL-2.jpg;;;;0;0;46.106134;11.108634;28/05/2014 12:00 AM +0100;1
ristorazione.1099;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";EL MERENDERO;Via Martino Aichner 21 – Gardolo, Trento;Via Martino Aichner, 21, Trient, Italien;Via Martino Aichner, 21, Trento, Italy;0461/990459;http://www.elmerendero.it;info@elmerendero.it;12,00-14,00/18,45-23,45;12,00-14,00/18,45-23,45 Uhr;12noon - 2pm/6.45pm - 11.45pm;martedì;Dienstag;Tuesday;;;;"Parcheggio;";"Parkplatz;";"Car park;";merendero.jpg;200 posti interni, 150 esterni, ampio parcheggio, specializzato con il pesce di mare, forno a legna per la pizza, cordialità e qualità ad un giusto prezzo.;"200 Innen- und 150 Außenplätze, großer Parkplatz, spezialisiert auf Seefisch, Holzofen für Pizza; Gastfreundschaft und Qualität zu einem guten Preis.";Seats 200 indoor, 150 outdoor, large car park. Specialised in sea fish dishes, wood oven for pizzas, quality and a friendly atmosphere at the right price.;3;294;46.102831;11.102711;27/05/2014 12:00 AM +0100;1
ristorazione.1100;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";OFFICINA GAMBRINUS;Via Alto Adige 164, Trento;Via Alto Adige, 164, Trient, Italien;Via Alto Adige, 164, Trento, Italy;0461/993261;http://www.officinagambrinus.com;andrea@officinagambrinus.com;Lunedì,martedì, mercoledì, giovedì 10.00 - 01.00 Venerdì 10.00 - 02.00 Sabato 17.00 - 02.00 Domenica 17.00 - 24.00;Montag, Dienstag, Mittwoch, Donnerstag 10.00 - 01.00 Uhr - Freitag 10.00 - 02.00 Uhr - Samstag 17.00 - 02.00 Uhr - Sonntag 17.00 - 24.00 Uhr;Monday, Tuesday, Wednesday, Thursday 10am - 1am, Friday 10am - 2am, Saturday 5pm - 2am, Sunday 5pm - 12 midnight;Domenica da giugno ad agosto;Sonntag von Juni bis August;Sunday from June to August;Pranzo da 6,00 a 10,00 - Cena da 10,00 a 25,00;Mittagstisch von 6.00 bis 10.00 - Abendessen von 10.00 bis 25.00;Lunch from 6.00 to 10.00 - Dinner from 10.00 to 25.00;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";gambrinus.jpg;;;;0;0;46.127924;11.109231;23/05/2014 12:00 AM +0100;1
ristorazione.1101;ristorazione;it;Ristorante;Restaurant;Restaurant;PAGANELLA;Via Aeroporto 27/1, Trento;Via Aeroporto, 27/1, Trient, Italien;Via Aeroporto, 27/1, Trento, Italy;0461/990355;;ristorante.paganella@gmail.com;12,00-15,00;12,00-15,00 Uhr;12 noon-3pm;domenica;Sonntag;Sunday;7,50 - 12;7,50 - 12;7,50 - 12;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";paganella.jpg;;;;0;0;46.108083;11.110071;28/05/2014 12:00 AM +0100;1
ristorazione.1102;ristorazione;it;"Trattoria; Pizzeria";"Gastwirtschaft; Pizzeria";"Trattoria (family restaurant); Pizzeria";BIANCOSPINO;Via Pont dei Vodi 39 – Spini di Gardolo, Trento;Via Al Pont dei Vodi, 39, Trient, Italien;Via Al Pont dei Vodi, 39, Trento, Italy;0461/1820422;htto://www.biancospino.info;info@biancospino.info;12,00-14.30/18,30-22,00;12,00-14,30/18,30-22,00 Uhr;12noon-2.30pm/6.30pm-10pm;domenica;Sonntag;Sunday;10 - 12;10 - 12;10 - 12;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";biancospino.jpg;;;;0;0;46.12269;11.090995;28/05/2014 12:00 AM +0100;1
ristorazione.1103;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";AL CAVALIERE;Piazza G. Manci 14 – Povo, Trento;Piazza G. Manci, 14, Trient, Italien;Piazza G. Manci, 14 – Povo, Trento, Italy;0461/816125;;alcavalierepovo@yahoo.it;12,00-14,30/17,00-23,00;12,00-14,30/17,00-23,00 Uhr;12noon - 2.30pm/5pm - 11pm;sempre aperto;immer geöffnet;always open;12 - 25;12 - 25;12 - 25;"Parcheggio; Ascensore; Ingresso con gradini; Servizi igienici dedicati;";"Parkplatz; Aufzug; Eingang mit Stufen; behindertengerechte Toiletten;";"Car-park; lift; entrance with steps; disabled toilets;";cavaliere.jpg;;;;0;0;46.066118;11.154802;27/05/2014 12:00 AM +0100;1
ristorazione.1104;ristorazione;it;Trattoria;Gastwirtschaft;Trattoria (family restaurant);AL PAROL;Via Mesiano 40, Trento;Via Mesiano, 40, Trient, Italien;Via Mesiano, 40, Trento, Italy;0461/239951;;;12,00-14,00/19,00-22,00;12,00-14,00/19,00-22,00 Uhr;12noon - 2pm/7pm - 10pm;domenica;Sonntag;Sunday;25-30;20 - 25;20 - 25;"Parcheggio; Rampa di accesso;";"Parkplatz; Zufahrtsrampe;";"Car park; access ramp;";parol.jpg;;;;0;240;46.066785;11.140414;23/05/2014 12:00 AM +0100;1
ristorazione.1105;ristorazione;it;"Ristorante; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";LA CAMPANELLA;Loc. Cimirlo 19 – Povo, Trento;Loc. Cimirlo, 19, Trient, Italien;Loc. Cimirlo, 19, Trento, Italy;0461/811210;http://www.ristorantelacampanella.it;samuel.grisenti@tin.it;Lunedì-Martedì-Giovedì 10.30 - 15.30 19.00 - 24.00 Venerdì-Sabato-Domenica 10.30 - 24.00;Montag, Dienstag, Donnerstag 10.30 - 15.30/19.00 - 24.00 Uhr - Freitag, Samstag, Sonntag 10.30 - 24.00 Uhr;Monday-Tuesday-Thursday 10.30am - 3.30pm / 7pm - 12midnight Friday-Saturday-Sunday 10.30am - 12midnight;mercoledì;Mittwoch;Wednesday;Antipasti 6,00 - 8,00 Primi 7,50 - 12,00 Secondi 9,00 - 20,00;10 - 18;10 - 18;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";campanella.jpg;;;;0;150;46.067871;11.184293;23/05/2014 12:00 AM +0100;1
ristorazione.1106;ristorazione;it;Trattoria;Gastwirtschaft;Trattoria (family restaurant);LA CANTINA;Via Salè 8 - Povo, Trento;Via Salè, 8, Trient, Italien;Via Salè 8, Trento, Italy;0461/811709;;ristorantelacantina@alice.it;19,30-23,00;19,30-23,00 Uhr;7.30pm -11pm;domenica;Sonntag;Sunday;20 - 25;20 - 25;20 - 25;"Parcheggio; Piattaforma elevatrice; Ingresso con gradini; Servizi igienici dedicati;";"Parkplatz; Hebefläche; Eingang mit Stufen; behindertengerechte Toiletten;";"Car-park; platform lift; entrance with steps; disabled toilets;";cantina.jpg;;;;1;427;46.063405;11.152193;27/05/2014 12:00 AM +0100;1
ristorazione.1107;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";OROSTUBE;Via Sommarive 10 – Povo,Trento;Via Sommarive,10, Trient, Italien;Via Sommarive,10, Trento, Italy;0461/816073;http://www.orostube.it;info@orostube.it;12,00-14,00/18,30-23,00;12,00-14,00/18,30-23,00 Uhr;12 noon - 2pm/6.30pm - 11pm;Martedì, sabato e domenica a mezzogiorno;Dienstag, Samstag und Sonntag zu Mittag;Tuesday, Saturday and Sunday at lunchtime;10 - 18;10 - 18;10 - 18;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";orostube.jpg;;;;0;240;46.064868;11.150506;27/05/2014 12:00 AM +0100;1
ristorazione.1108;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";CLARINA FILIPPONE;Via Anna Frank 7, Trento;Via  Anna Frank, 7, Trient, Italien;Via Anna Frank, 7, Trento, Italy;0461/924565;;;;;;lunedì;Montag;Monday;;;;;;;filippone.jpg;;;;0;0;46.050838;11.124874;27/05/2014 12:00 AM +0100;1
ristorazione.1109;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";LA TERRAZZA;Via Menguzzato 87, Trento;Via Menguzzato,87, Trient, Italien;Via Menguzzato,87, Trento, Italy;0461/390060;;;;;;martedì;Dienstag;Tuesday;;;;;;;LA-TERRAZZA.jpg;;;;0;0;46.040762;11.133414;28/05/2014 12:00 AM +0100;1
ristorazione.1110;ristorazione;it;Fast food;Fast food;Fast food;MCDONALD'S;Via Di Madonna Bianca 5, Trento;Via Di Madonna Bianca, 5, Trient, Italien;Via Di Madonna Bianca, 5, Trento, Italy;0461/390416;;mcdtn@libero.it;Luned'-gioved' e domenica 11.00 - 01.00 - venerdì 11.00 - 02.00 - sabato 11.00 - 03.00;Montag - Donnerstag und Sonntag 11.00 - 01.00 Uhr - Freitag 11.00 - 02.00 Uhr - Samstag 11.00 - 03.00 Uhr;Monday-Thursday and Sunday 11am - 1am,  Friday 11am - 2am, Saturday 11am - 3am;;;;;;;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";donald.jpg;;;;0;0;46.032994;11.132217;27/05/2014 12:00 AM +0100;1
ristorazione.1111;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";ANTICA STELLA;Via G. Catoni 106 – Mattarello, Trento;Via G. Catoni, 106, Trient, Italien;Via G. Catoni, 106, Trento, Italy;0461/944401;http://www.anticastellatrento.cm;info@anticastellatrento.com;12,00-14,30/19,00-23,00;12,00-14,30/19,00-23,00 Uhr;12noon-2.30pm/7pm-11pm;giovedì;Donnerstag;Thursday;13;13;13;"Parcheggio; Rampa di accesso;";"Parkplatz; Zufahrtsrampe;";"Car park; access ramp;";antica_stella.jpg;;;;0;128;46.005517;11.127087;23/05/2014 12:00 AM +0100;1
ristorazione.1112;ristorazione;it;Ristorante;Restaurant;Restaurant;BARONE ROSSO;Via Lidorno 3 – Mattarello, Trento;Via Lidorno, 3, Trient, Italien;Via Lidorno, 3, Trento, Italy;0461/944999;http://www.aerhotel.it;aerhotel@aerhotel.it;12,00-14,00/18,30-22,00;12,00-14,00/18,30-22,00 Uhr;12noon - 2pm/6.30pm - 10pm;domenica sera;Sonntag Abend;Sunday evening;25;25;25;"Parcheggio; Rampa di accesso; Ascensore; Servizi igienici dedicati;";"Parkplatz; Zufahrtsrampe; Aufzug; behindertengerechte Toiletten;";"Car park; access ramp; lift; disabled toilets;";barone.jpg;;;;0;215;46.023027;11.127388;23/05/2014 12:00 AM +0100;1
ristorazione.1113;ristorazione;it;Ristorante;Restaurant;Restaurant;LOCANDA DEL BEL SORRISO;Loc. Novaline 42 – Mattarello,Trento;Loc. Novaline, 42, Trient, Italien;Loc. Novaline, 42, Trento, Italy;0461/942194;;fra_bert@yahoo.it;;;;lunedì;Montag;Monday;;;;;;;sorriso.jpg;;;;0;0;46.011807;11.140087;27/05/2014 12:00 AM +0100;1
ristorazione.1114;ristorazione;it;Ristorante;Restaurant;Restaurant;PINTA;Via Nazionale 41 – Mattarello, Trento;Via Nazionale, 41, Trient, Italien;Via Nazionale, 41, Trento, Italy;0461/944270;;pintasnc@yahoo.it;Mercoledì - sabato 9.00 - 14.30 - 17.00 - 24.00 - Lunedì 18.00 - 24.00 - Domenica 8.30 - 16.00;Mittwoch - Samstag 9.00 - 14.30 / 17.00 - 24.00 Uhr - Montag 18.00 - 24.00 Uhr - Sonntag 8.30 - 16.00 Uhr;Wednesday - Saturday 9am - 2.30pm / 5pm - 12midnight - Monday 6pm - 12midnight - Sunday 8.30am - 4pm;martedì;Dienstag;Tuesday;Primi 5,00 - 9,00 - Secondi 6,50 - 12,00 - Panini 3,50;erster Gang 5,00 - 9,00 Hauptgang 6,50 - 12,00 - Brötchen 3,50;First courses 5.00 - 9.00 - Main courses 6.50 - 12.00 - Sandwiches 3.50;"Parcheggio; Ingresso con gradini; Servizi igienici dedicati;";"Parkplatz; Eingang mit Stufen; behindertengerechte Toiletten;";"Car park; entrance with steps; disabled toilets;";pinta.jpg;;;;0;240;46.006475;11.127074;23/05/2014 12:00 AM +0100;1
ristorazione.1115;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";TORREFRANCA;Via Pomeranos 46 – Mattarello, Trento;Via Pomeranos,46, Trient, Italien;Via Pomeranos,46, Trento, Italy;0461/944511;http://www.ristorantetorrefranca.it;torrefranca@interfree.it;9,00-15,00/18,00-24,00;9,00-15,00/18,00-24,00 Uhr;9am - 3pm /6pm - 12midnight;lunedì;Montag;Monday;"20 - 25; Pizzeria 10 - 15";"20 - 25; Pizzeria 10 - 15";"20 - 25; Pizzeria 10 - 15";"Rampa di accesso; Ascensore; Servizi igienici dedicati;";"Zufahrtsrampe; Aufzug; behindertengerechte Toiletten;";"Access ramp; lift; disabled toilets;";torrefranca.jpg;;;;0;0;46.014295;11.132614;27/05/2014 12:00 AM +0100;1
ristorazione.1116;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";ACQUABLU;Via Herrsching 7 – Ravina, Trento;Via Herrsching, 7, Trient, Italien;Via Herrsching, 7 – Ravina, Trento, Italy;0461/917260;http://www.acquablusrl.it;acquablu.srl@alice.it;12,00-14,30/18,30-23,00;12,00-14,30/18,30-23,00 Uhr;12noon - 2.30pm/6.30pm - 11pm;domenica a pranzo, lunedì sera;Sonntag zu Mittag, Montag Abend;Sunday at lunchtime, Monday evening;25 - 30 (pasto completo);25 - 30 (komplettes Essen);25 - 30 (entire meal);"Parcheggio; Ascensore; Servizi igienici dedicati;";"Parkplatz, Aufzug, behindertengerechte Toiletten;";"Car park; lift; disabled toilets;";acquablu.jpeg;Il ristorante pizzeria Acquablu è un locale poliedrico adatto per qualsiasi situazione. Situato nel centro commerciale RAVINA SHOP a Ravina nella periferia a sud di Trento, offre un ambiente grande e accogliente, arredato in stile moderno. Dal lunedÃ¬ al venerdÃ¬ a pranzo è un self-service, adatto per chi non ha molto tempo a disposizione. La sera, il sabato e la domenica, invece, funziona come ristorante e pizzeria alla carta. Il ristorante offre sia menù  di carne sia menù  di pesce mentre la pizzeria propone oltre 70 tipi di pizze, per accontentare veramente tutti.;Das Restaurant/Pizzeria Acquablu ist ein vielseitiges Lokal, das sich für jede Gelegenheit eignet. Standort des großräumigen, gemütlichen und modern eingerichteten Restaurants ist das Einkaufszentrum RAVINA SHOP in Ravina, einem südlichen Randbezirk von Trient. Von Montag bis Freitag ist es zum Mittagstisch als Selfservice geöffnet und somit ideal für alle, die nicht viel Zeit haben. Abends, samstags und sonntags ist es ein normales Restaurant/Pizzeria mit Speisekarte. Das Restaurant bietet sowohl Fleisch- als auch Fischmenüs, während in der Pizzeria mehr als 70 Pizzasorten angeboten werden, damit jeder auf seinen Geschmack kommt.;The Pizzeria Restaurant Acquablu is a multifaceted restaurant suited to any occasion. It is situated the RAVINA SHOP shopping centre in Ravina, in the southern outskirts of Trento, and offers spacious welcoming interiors furnished in a contemporary style. From Monday to Friday at lunchtime it is self-service, ideal if you have little time available for your meal. In the evenings, on Saturday and Sunday, it is a à la carte restaurant and pizzeria. The restaurant offers both a fish-based menu and a meat-based menu while the pizzeria offers over 70 types of pizza, to truly satisfy everyone.;0;240;46.040516;11.111616;27/05/2014 12:00 AM +0100;1
ristorazione.1117;ristorazione;it;Ristorante;Restaurant;Restaurant;LOCANDA MARGON;Via Margone 15 – Ravina, Trento;Via Margone, 15, Trient, Italien;Via Margone, 15, Trento, Italy;0461/349401;http://www.locandamargon.it;contact@locandamargon.it;12,30-14,30/19,30-22,30;12,30-14,30/19,30-22,30 Uhr;12.30pm - 2.30pm/7.30pm - 10.30pm;domenica sera, martedì;Sonntag Abend, Dienstag;Sunday evening, Tuesday;28,00 in veranda e 70,00 in Salotto Gourmet;28.00 auf der Veranda und 70.00 im Gourmet-Saal.;28.00 in the veranda and 70.00 in the Gourmet lounge;"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";margon.jpg;Terrazza naturale di rara bellezza sulla città di Trento, a 10 minuti dal centro, la Locanda Margon offre agli ospiti una duplice proposta: il Salotto Gourmet, per gli appassionati di cucina d'autore e la Veranda per chi non vuole rinunciare alla qualità anche in una cucina semplice.;Selten schöne Terrasse mit Blick auf die Stadt Trient. Die nur 10 Minuten vom Zentrum entfernte Locanda Margon bietet ihren Gästen zweierlei Alternativen: den Gourmet-Saal, in der topaktuelle Spitzenküche serviert wird, und die Veranda, auf der eine einfache Qualitätsküche geboten wird.;Set on a natural terrace of unparalleled beauty overlooking the town of Trento, 10 minutes from the town centre, Locanda Margon offers its guest two options: the Gourmet lounge for lovers of signature cuisine and the Veranda for those who do not want to forsake quality while choosing a simpler cuisine.;0;0;46.025471;11.107861;27/05/2014 12:00 AM +0100;1
ristorazione.1118;ristorazione;it;"Ristorante; Osteria tipica";"Restaurant; Typische Osteria";"Restaurant; Typical Osteria";MAS DELA FAM;Via Stella 18 – Ravina, Trento;Via Stella, 18, Trient, Italien;Via Stella, 18, Trento, Italy;0461/349114;http://www.masdelafam.it;info@masdelafam.it;11,00-24,00;11,00-24,00 Uhr;11am - 12midnight;aperto tutti i giorni;Täglich geöffnet;open every day;25 - 35 (bevande escluse);25 - 35 (außer Getränke);25 – 35 (drinks not included);"Parcheggio; Rampa di accesso; Ingresso con gradini; Servizi igienici dedicati;";"Parkplatz; Zufahrtsrampe; Eingang mit Treppen; behindertengerechte Toiletten;";"Car-park; access ramp; entrance with steps; disabled toilets;";fam.png;"Ristorante con cucina tipica trentina immerso nel verde delle vigne da cui si producono due vini ""rossorubio"" e ""trebolle"". Dislocato su tre piani offre la possibilità di pranzi e cene intime o di lavoro in locali riservati. L'ideale per banchetti nuziali e feste, disponiamo anche di ampia sala convegni. Vari giardini e terrazze per mangiare all'aperto.";"Restaurant mit typisch Trentiner Küche inmitten der Weinberge, aus denen die zwei Weine ""Rossorubio"" und ""Trebolle"" hervorgehen. Das über drei Etagen eingerichtete Restaurant bietet die Möglichkeit für intime Mittag- und Abendessen oder aber räumlich getrennte Arbeitsessen. Ideal für Hochzeitsbanketts und Feste. Darüber hinaus verfügen wir über einen großen Kongresssaal. Mehrere Gärten und Terrassen, die zum Essen im Freien einladen.";"Restaurant serving typical Trentino cuisine, surrounded by lush vineyards that produce two wines: ""rossorubio"" and ""trebolle"". Distributed over three different floors; private rooms are also available for intimate or business lunches and dinners. Excellent for wedding receptions or parties; we also have a large conference room. Several gardens and terraces are available for eating out in the open air.";0;213;46.02562;11.110844;27/05/2014 12:00 AM +0100;1
ristorazione.1119;ristorazione;it;Ristorante;Restaurant;Restaurant;SMORZA;Via dei Rimoni 26 – Romagnano, Trento;Via dei Rimoni, 26, Trient, Italien;Via dei Rimoni, 26, Trento, Italy;0461/349130;;smorza04@virgilio.it;Bar 07.00 - 23.00 Cucina 12.00 - 14.00 18.00 - 22.00 Pizza 12.00 - 14.00 18.00 - 23.00;Bar 07.00 - 23.00 Uhr - Küche 12.00 - 14.00 / 18.00 - 22.00 Uhr - Pizza 12.00 - 14.00 / 18.00 - 23.00 Uhr;Bar 7am - 11pm Restaurant 12noon - 2pm/6pm - 10pm Pizzeria 12noon - 2pm/6pm - 11pm;Martedì e sabato a mezzogiorno;Dienstag und Samstag zu Mittag;Tuesday and Saturday at lunchtime;4 - 16;4 - 16;4 - 16;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";Smorza.jpg;Offre 45 anni di attività a conduzione famigliare, oltre 60 pizze per tutti i gusti e i suoi risotti del giorno accompagnati dal buon vino scelto da Adriano.;Seit 45 Jahren steht dieses Lokal unter familiärer Leitung. Mehr als 60 Pizzen, unter denen jeder die richtige findet, und leckere, von einem von Adriano ausgewählten Wein begleitete Risottos;Boasting 45 years of family-run business, it serves over 60 types of pizzas for all tastes as well as its risottos of the day, to be enjoyed with a good wine selected by Adriano.;0;215;46.017797;11.107411;27/05/2014 12:00 AM +0100;1
ristorazione.1120;ristorazione;it;Agritur;Agritourismusbetrieb;Agritur (Farmhouse Inn);MALGA BRIGOLINA;Via della Brigolina 6;Via della Brigolina, 6, Trient, Italien;Via della Brigolina, 6 , Trento, Italy;0461/947474, 348/5667141;;;9,00-22,00;9,00-22,00 Uhr;9am -10pm;lunedì;Montag;Monday;25;15 - 25;15 - 25;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; Behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";Brigolina.jpg;;;;0;213;46.065013;11.081404;28/05/2014 12:00 AM +0100;1
ristorazione.1121;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";CANDRIAI ALLA POSTA;Strada di Candriai 29, Trento;Strada di Candriai, 29, Trient, Italien;Strada di Candriai, 29, Trento, Italy;0461/947207;http://www.hotelcandriai.it;info@hotelcandriai.it;12.00 - 15.00 18.00 - 22.00;12.00 - 15:00 18:00 - 22.00 Uhr;12noon - 3pm 6pm - 10pm;lunedì;Montag;Monday;15 - 25;20 - 25;20 - 25;"Parcheggio; Rampa di accesso; Ascensore; Servizi igienici dedicati;";"Parkplatz; Zufahrtsrampe; Aufzug; behindertengerechte Toiletten;";"Car park; access ramp; lift; disabled toilets;";candriai_posta.jpg;;;;0;0;46.065132;11.08385;27/05/2014 16:00 AM +0100;1
ristorazione.1122;ristorazione;it;Agritur;Agritourismusbetrieb;Agritur (Farmhouse Inn);MALGA CANDRIAI;Strada di Candriai 4, Trento;Strada di Candriai, 4, Trient, Italien;Strada di Candriai, 4, Trento, Italy;0461/947526;http://www.malgacandriai.it;claudiaodorizzi@ikonart.it;Venerdì, sabato e domenica 12.00 - 14.00 19.30 - 22.00;Freitag, Samstag und Sonntag 12.00 - 14.00 / 19.30 - 22.00 Uhr;Friday, Saturday and Sunday 12noon - 2pm 7.30pm - 10pm;;;;20 - 25;20 - 25;20 - 25;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";candriai.jpg;;;;0;0;46.067023;11.082069;27/05/2014 12:00 AM +0100;1
ristorazione.1123;ristorazione;it;Agritur;Agritourismusbetrieb;Agritur (Farmhouse Inn);BELLAVISTA;Via delle Canope 62 – Meano, Trento;Via delle Canope, 62, Trient, Italien;Via delle Canope, 62, Trento, Italy;340/0526939;;;Giovedì, venerdì, sabato 19.30 - 22.30 Domenica 12.00 - 14.30 19.30 - 22.30;Donnerstag, Freitag, Samstag 19.30 - 22.30 Uhr - Sonntag 12.00 - 14.30 19.30 - 22.30 Uhr;Thursday, Friday, Saturday 7.30pm - 10.30pm Sunday 12noon - 2.30pm 7.30pm - 10.30pm;Lunedì, martedì, mercoledì;Montag, Dienstag, Mittwoch;Monday, Tuesday, Wednesday;20 - 25;15 - 20;15 - 20;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; Behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";BELLAVISTA.jpg;Cucina casalinga, piatti tipici trentini.;Küche nach Hausfrauenart, typisch Trienter Gerichte.;Home cooking, Trentino specialities.;0;0;46.123403;11.130775;28/05/2014 12:00 AM +0100;1
